   35.108 INFO     Host "IV-ISP-INET-Juniper vSRX" added to group "IV_ISP_INET_JunipervSRX_IV_ISP_INET_JunipervSRX_vmx"
   35.115 INFO     Host "IV-ISP-MPLS-Juniper vSRX" added to group "IV_ISP_MPLS_JunipervSRX_IV_ISP_MPLS_JunipervSRX_vmx"
   35.120 INFO     Host "IV-salsa-v9.1.2" added to group "IV_salsa_v9_1_2_IV_salsa_v9_1_2_vmx"
   35.127 INFO     Host "IV-VIPE-S-BRANCH-II" added to group "IV_VIPE_S_BRANCH_II_IV_VIPE_S_BRANCH_II_vmx"
   35.133 INFO     Host "IV-VIPE-S-BRANCH-I" added to group "IV_VIPE_S_BRANCH_I_IV_VIPE_S_BRANCH_I_vmx"
   35.139 INFO     Host "IV-VIPE-S-HUB" added to group "IV_VIPE_S_HUB_IV_VIPE_S_HUB_vmx"
   35.144 INFO     Host "iWAN-Web-Server" added to group "iWAN_Web_Server_iWAN_Web_Server_vmx"
   35.151 INFO     Host "IW-BRANCH1" added to group "IW_BR2_R1_IW_BR2_R1_vmx"
   35.157 INFO     Host "IW-HUBMPLS" added to group "IW_BR3_R1_IW_BR3_R1_vmx"
   35.163 INFO     Host "IW-BRANCH-2" added to group "IW_BRANCH_2_IW_BRANCH_2_vmx"
   35.169 INFO     Host "IW-BRANCH3" added to group "IW_BRANCH3_IW_BRANCH3_vmx"
   35.174 INFO     Host "IW-BRANCH4" added to group "IW_BRANCH4_IW_BRANCH4_vmx"
   35.180 INFO     Host "IW-H-CORE-1" added to group "IW_H_CORE_1_IW_H_CORE_1_vmx"
   35.186 INFO     Host "IW-H-INET-1" added to group "IW_H_INET_1_IW_H_INET_1_vmx"
   35.193 INFO     Host "IW-H-MC-1" added to group "IW_H_MC_1_IW_H_MC_1_vmx"
   35.199 INFO     Host "IW-HUB-PC" added to group "IW_HUB_PC_IW_HUB_PC_vmx"
   35.205 INFO     Host "IW-H-WEBSERVER" added to group "IW_H_WEBSERVER_IW_H_WEBSERVER_vmx"
   35.212 INFO     Host "IW-ISP-INET-1" added to group "IW_ISP_INET_1_IW_ISP_INET_1_vmx"
   35.218 INFO     Host "IW-ISP-MPLS-1" added to group "IW_ISP_MPLS_1_IW_ISP_MPLS_1_vmx"
   35.227 INFO     Host "jan2-18-sdx-demo" added to group "jan2_18_sdx_demo_jan2_18_sdx_demo_vmx"
   35.236 INFO     Host "Jenkin_Cent" added to group "Jenkin_Cent_Jenkin_Cent_vmx"
   35.244 INFO     Host "Jump-2-Ros" added to group "Jumb_2_Ros_Jumb_2_Ros_vmx"
   35.251 INFO     Host "Jump-host-Ros" added to group "Jump_host_Ros_Jump_host_Ros_vmx"
   35.258 INFO     Host "Kentik" added to group "Kentik_Kentik_vmx"
   35.265 INFO     Host "kickstarttest" added to group "kickstarttest_kickstarttest_vmx"
   35.272 INFO     Host "Kube_master_new" added to group "Kube_master_new_Kube_master_new_vmx"
   35.279 INFO     Host "kube_node1_new1" added to group "kube_node1_new1_kube_node1_new1_vmx"
   35.286 INFO     Host "kube_node2_new2" added to group "kube_node2_new2_kube_node2_new2_vmx"
   35.294 INFO     Host "minion2" added to group "KubernnetesMaster_KubernnetesMaster_vmx"
   35.301 INFO     Host "LB-WEB-ONE-ARM-0" added to group "LB_WEB_ONE_ARM_0_LB_WEB_ONE_ARM_0_vmx"
   35.308 INFO     Host "server" added to group "ldap_server_ldap_server_vmx"
   35.315 INFO     Host "Linux Migration" added to group "LinuxMigration_LinuxMigration_vmx"
   35.322 INFO     Host "LoadBalancer" added to group "LoadBalancer_LoadBalancer_vmx"
   35.338 INFO     Host "ACI-WL-ARRAY-CLNT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.338 INFO     Host "ACI-WL-ARRAY-WEB1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.338 INFO     Host "ACI-WL-ARRAY-WEB2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.338 INFO     Host "ACI-WL-ASACLNT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.338 INFO     Host "ACI-WL-ASAv" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.338 INFO     Host "ACI-WL-ASAv-UNMGD-WEB1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.338 INFO     Host "ACI-WL-ASAWEB" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.338 INFO     Host "ACI-WL-AVS-WEB1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-AVS-WEB2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-F5-CLNT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-F5-WEB1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-F5-WEB2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-NETVPX-CLNT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-NETVPX-CLNT2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-NETVPX-WEB1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-NETVPX-WEB2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-NETVPX-WEB-3" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-NETVPX-WEB-4" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.339 INFO     Host "ACI-WL-NETVPX-WEB-5" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "admin-node" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "ANS-CNT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "Ansible-ACI-DHCP" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "ansiblemaraiadb" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "ansiblemariadb_new" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "Ansible-Network" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "ANS-L" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "ASAv-UNMGD" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "Avi Cloud Controller" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "AWS-Migration" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.340 INFO     Host "BCF Controller 4.1.1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "BR-TGEN" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "CB-Elasticenter-SDX-Test" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "Ceph-Radosgw" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "CG-ION 7108v-DC" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "Cisco Nexus Fabric Manager" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "Cisco Nexus Fabric Manager-T7" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "CloudForm45_113_POD_JAN18" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "CloudN-ovf-091517" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "Cobbler" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "Cobbler-Ubuntu" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "ContrailCompute2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.341 INFO     Host "ContrailCompute3" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "ContrailControl1-N" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "DC2-VC2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "DC-TGEN" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "Demo-Windows-DB" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "DNAC-EFT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "Fortigate-VM" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "graylog-beta" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "Host1-App" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "IM" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.342 INFO     Host "iotlinux" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "IOT-VM01-LivingPlanIT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "ISE" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "IV-BR1-TGEN" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "IV-BR-II-TGEN" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "IV-HUB-TGEN" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "iWAN-Web-Server" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "Jump-2-Ros" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "Jump-Box" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "Jump-host-Ros" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "Kentik" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "kickstarttest" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.343 INFO     Host "Kube_master_new" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "kube_node1_new1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "kube_node2_new2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "Manageiq-chef" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "manageiqrpm" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "Master_1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "M-Controller1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "M-Controller2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "minion2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "ml2_compute" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "ml2_control" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.344 INFO     Host "Mon-Nagios" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "NCDE-DB-1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "NCDE-WS1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "Netbackup_Master" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "NetBrain" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "NexentaFusion 1.0.0.34" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "NexentaFusion-1.1.1.6_Dev_Jyoti" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "Nexentastor4-cobbler" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "Nimesa_test" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.345 INFO     Host "NSX_Controller_7b7a5f4c-c572-4963-a487-39769a01a46d" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "Openstack_1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "Openstack_2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "Openstack_3" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "Openstack_4" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "openstack-jcontrail1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "oradbprodserver" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "oradbserverupload" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "PA-VM-8.0.0" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "PCIDSS-Test-LAP" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "Red Hat CloudForms 4.5-New" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "SatNode_1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.346 INFO     Host "SME-Ceph" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.347 INFO     Host "T7-ACI-Openstack" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.347 INFO     Host "TestKarthik" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.439 INFO     Host "Test-VMMonitor" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.439 INFO     Host "ThousandEyes VM-RAR" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.439 INFO     Host "TSG-RTR1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.439 INFO     Host "TSG-RTR2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.439 INFO     Host "TSG-RTR3" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.440 INFO     Host "TSG-Ubuntu" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.440 INFO     Host "UnderCloud_10_Telco" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.440 INFO     Host "UndercloudRHOSP12" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.440 INFO     Host "Undercloud-RHOSP12" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.440 INFO     Host "VC_Nimesa" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.441 INFO     Host "VM2-App2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.441 INFO     Host "VMware vRealize Network Insight Platform" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.441 INFO     Host "vRA-REPO" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.441 INFO     Host "winchefclient" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.441 INFO     Host "Windows-AD" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.441 INFO     Host "WL-ACI-ASAv-UNMGD-CLNT" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.442 INFO     Host "WorkerNode_1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.442 INFO     Host "WorkerNode_2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.442 INFO     Host "WorkerNode_3" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.442 INFO     Host "wow24nov" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.442 INFO     Host "WPM- SERVER" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm"
   35.460 INFO     Host "ACI-VM-1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_aci_lab"
   35.461 INFO     Host "BIG-IP-ACI-Demo" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_aci_lab"
   35.470 INFO     Host "CG-ION 3102v-Branch" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_cloudgenix"
   35.470 INFO     Host "CG-ION3102v-Branch2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_cloudgenix"
   35.480 INFO     Host "48.90 Windows Machine" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.480 INFO     Host "5.1.2-prism_central" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.480 INFO     Host "75.91 Demo Ubuntu Server" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.480 INFO     Host "75.92 Ansible Demo Server" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.480 INFO     Host "AnsibleClient1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "AnsibleClient2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "ansiblemaraiadb" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "AnsibleMaster" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "Ansible_Tower_P" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "AWX" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "BIG-IP VE Ansible" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "CB-Elasticenter-SDX-PRD" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "CB-Elasticenter-SDX-Test" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "CB-ElastiStor-SDX-Test" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "Ceph-N1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.481 INFO     Host "Ceph-N2" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.482 INFO     Host "Ceph-N3" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.482 INFO     Host "CloudForms 4.5_111_PODnov" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.482 INFO     Host "Cobbler_PXE" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.482 INFO     Host "Comvlt_Training_7" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
   35.482 INFO     Host "ContrailCompute1" added to group "_managed_folder_path_blue_datacenters_opendc_dc1_vm_discovered_virtual_machine"
